Sub-Clase,F1 (Binario) Mean,F1 (Binario) Std,AUC (Rangos) Mean,AUC (Rangos) Std,N Folds
A.1 (Valor Alto),0.9935064935064934,0.006493506493506496,0.8120698847720906,0.05986694650004208,4
